Date,ID,Date,FCO2 µmol m-2 s-1,FCO2 uncertainty µmol m-2 s-1,PAR µmol m-2 s-1,PAR StD µmol m-2 s-1,AirT,Timestamp_rounded,AirRH,PAR,SW_in,SW_out,LW_in,LW_out,NR01_T,Rain_Tot,WS_ms_S_WVT,WindDir_D1_WVT
2018-02-01 19:15:02,AST2P1,01-Feb-2018 19:15:02,-4.8388,0.71271,481.6174,53.3694,15.2,2018-02-01 19:30:00,59.44,842.0,331.812,62.1279,379.4131,393.1966,16.0629,0.0,2.445,257.4
2018-02-01 19:09:20,AST2P1,01-Feb-2018 19:09:20,-3.0078,0.46121,403.185,49.8916,14.2,2018-02-01 19:00:00,59.63,415.0,154.3446,29.1082,378.8432,380.581,14.4634,0.0,1.447,294.0
2018-01-23 20:33:08,AST2P1,23-Jan-2018 20:33:08,2.8972,0.44235,0.38156,1.0792,9.1,2018-01-23 20:30:00,63.51,300.3,122.9233,25.9572,348.2305,353.0967,8.9922,0.0,2.782,198.9
2018-01-23 20:22:57,AST2P1,23-Jan-2018 20:22:57,-1.0387,0.25226,120.5739,43.723,9.1,2018-01-23 20:30:00,63.51,300.3,122.9233,25.9572,348.2305,353.0967,8.9922,0.0,2.782,198.9
2018-01-23 20:18:22,AST2P1,23-Jan-2018 20:18:22,-0.29014,0.058729,103.7852,18.0007,9.1,2018-01-23 20:30:00,63.51,300.3,122.9233,25.9572,348.2305,353.0967,8.9922,0.0,2.782,198.9
2018-05-17 16:45:10,AST2P1,17-May-2018 16:45:10,-0.091394,0.029044,121.8458,42.545,4.272,2018-05-17 17:00:00,88.9,198.8,126.2281,24.682,347.2378,325.8933,4.3567,0.0,0.649,0.0
2018-05-17 16:19:55,AST2P1,17-May-2018 16:19:55,-0.40558,0.13367,174.711,30.0449,4.43,2018-05-17 16:30:00,87.0,207.2,134.1113,24.1068,350.7447,329.3429,5.0078,0.0,0.898,35.67
2018-05-17 16:26:33,AST2P1,17-May-2018 16:26:33,-0.49809,0.09928,128.2855,24.4543,4.43,2018-05-17 16:30:00,87.0,207.2,134.1113,24.1068,350.7447,329.3429,5.0078,0.0,0.898,35.67
2018-05-17 16:32:05,AST2P1,17-May-2018 16:32:05,0.86956,0.1483,1.6111,4.5479,4.43,2018-05-17 16:30:00,87.0,207.2,134.1113,24.1068,350.7447,329.3429,5.0078,0.0,0.898,35.67
2019-01-18 16:01:10,AST2P2,18-Jan-2019 16:01:10,4.0878,0.57969,5.0148,13.5382,,2019-01-18 16:00:00,,,,,,,,,,
2019-01-18 16:09:58,AST2P2,18-Jan-2019 16:09:58,4.6807,0.67425,1.9623,5.1918,,2019-01-18 16:00:00,,,,,,,,,,
2019-01-18 16:52:59,AST2P2,18-Jan-2019 16:52:59,-8.2822,1.1767,887.4067,127.8225,,2019-01-18 17:00:00,,,,,,,,,,
2019-01-18 17:03:08,AST2P2,18-Jan-2019 17:03:08,-8.3151,1.4367,1176.3244,285.4566,,2019-01-18 17:00:00,,,,,,,,,,
2019-01-18 15:22:08,AST2P2,18-Jan-2019 15:22:08,-8.9169,1.3568,734.1968,36.3762,,2019-01-18 15:30:00,,,,,,,,,,
2019-01-18 15:16:10,AST2P2,18-Jan-2019 15:16:10,-11.1486,1.5693,993.7813,70.9267,,2019-01-18 15:30:00,,,,,,,,,,
2019-01-18 15:27:58,AST2P2,18-Jan-2019 15:27:58,-9.0044,1.2776,629.4701,24.4178,,2019-01-18 15:30:00,,,,,,,,,,
2018-11-29 14:26:08,AST2P2,29-Nov-2018 14:26:08,-5.7983,0.82198,361.3403,43.9993,15.67,2018-11-29 14:30:00,52.3,934.0,423.9497,74.31904,336.0017,406.4688,16.23883,0.0,6.586,315.4
2018-03-14 20:20:08,AST2P2,14-Mar-2018 20:20:08,2.2333,0.35479,6.5411,12.5461,8.39,2018-03-14 20:30:00,67.58,459.2,209.7896,46.3905,326.2081,349.5357,8.5959,0.0,7.462,261.1
2018-03-14 20:14:39,AST2P2,14-Mar-2018 20:14:39,2.2402,0.39174,2.2894,7.7072,8.75,2018-03-14 20:00:00,64.11,741.8,332.6501,71.158,323.0159,356.24,9.2436,0.0,6.428,268.5
2018-03-14 20:03:07,AST2P2,14-Mar-2018 20:03:07,-4.7768,0.73897,337.6071,27.6711,8.75,2018-03-14 20:00:00,64.11,741.8,332.6501,71.158,323.0159,356.24,9.2436,0.0,6.428,268.5
2018-03-14 19:58:59,AST2P2,14-Mar-2018 19:58:59,-5.9914,0.84839,607.4485,119.1919,8.75,2018-03-14 20:00:00,64.11,741.8,332.6501,71.158,323.0159,356.24,9.2436,0.0,6.428,268.5
2018-03-14 19:53:05,AST2P2,14-Mar-2018 19:53:05,-5.7947,0.86537,611.1878,131.3711,8.75,2018-03-14 20:00:00,64.11,741.8,332.6501,71.158,323.0159,356.24,9.2436,0.0,6.428,268.5
2018-03-14 19:49:17,AST2P2,14-Mar-2018 19:49:17,-3.9302,0.60571,243.5463,41.132,8.75,2018-03-14 20:00:00,64.11,741.8,332.6501,71.158,323.0159,356.24,9.2436,0.0,6.428,268.5
2018-03-14 19:42:58,AST2P2,14-Mar-2018 19:42:58,-5.9759,0.84484,640.7716,131.0745,8.34,2018-03-14 19:30:00,68.12,638.2,283.0498,60.958,320.8532,354.4792,8.8077,0.0,6.083,274.6
2018-03-14 19:38:59,AST2P2,14-Mar-2018 19:38:59,-3.6759,0.52506,288.2709,22.7031,8.34,2018-03-14 19:30:00,68.12,638.2,283.0498,60.958,320.8532,354.4792,8.8077,0.0,6.083,274.6
2018-03-14 19:33:07,AST2P2,14-Mar-2018 19:33:07,-6.2185,0.87807,719.2665,167.0321,8.34,2018-03-14 19:30:00,68.12,638.2,283.0498,60.958,320.8532,354.4792,8.8077,0.0,6.083,274.6
2018-03-14 20:09:19,AST2P2,14-Mar-2018 20:09:19,2.2764,0.3458,2.2894,5.6078,8.75,2018-03-14 20:00:00,64.11,741.8,332.6501,71.158,323.0159,356.24,9.2436,0.0,6.428,268.5
2018-03-14 19:15:58,AST2P2,14-Mar-2018 19:15:58,-5.1312,0.73063,330.6881,32.0149,8.34,2018-03-14 19:30:00,68.12,638.2,283.0498,60.958,320.8532,354.4792,8.8077,0.0,6.083,274.6
2018-03-14 19:10:26,AST2P2,14-Mar-2018 19:10:26,-2.6491,0.45431,183.4556,19.5277,9.03,2018-03-14 19:00:00,62.4,1201.0,532.4238,113.3814,294.0683,364.8231,9.8888,0.0,6.191,272.0
2018-11-29 13:24:16,AST2P2,29-Nov-2018 13:24:16,-7.8086,1.125,1272.0226,32.1584,17.95,2018-11-29 13:30:00,44.34,1798.0,826.955,149.8364,317.8756,435.2712,19.11529,0.0,4.508,301.4
2018-11-29 13:29:08,AST2P2,29-Nov-2018 13:29:08,-7.6982,1.076,1362.7025,30.3816,17.95,2018-11-29 13:30:00,44.34,1798.0,826.955,149.8364,317.8756,435.2712,19.11529,0.0,4.508,301.4
2018-03-14 19:05:59,AST2P2,14-Mar-2018 19:05:59,-4.1788,0.61765,203.3731,16.6436,9.03,2018-03-14 19:00:00,62.4,1201.0,532.4238,113.3814,294.0683,364.8231,9.8888,0.0,6.191,272.0
2018-03-14 19:01:01,AST2P2,14-Mar-2018 19:01:01,-7.342,1.1014,349.8171,94.6424,9.03,2018-03-14 19:00:00,62.4,1201.0,532.4238,113.3814,294.0683,364.8231,9.8888,0.0,6.191,272.0
2018-11-29 14:09:32,AST2P2,29-Nov-2018 14:09:32,-7.1482,1.0491,703.1445,28.9887,17.98,2018-11-29 14:00:00,45.15,1871.0,869.978,155.652,325.5855,433.9045,19.03533,0.0,7.022,311.9
2018-03-14 19:19:59,AST2P2,14-Mar-2018 19:19:59,-6.9572,0.98362,816.327,85.3994,8.34,2018-03-14 19:30:00,68.12,638.2,283.0498,60.958,320.8532,354.4792,8.8077,0.0,6.083,274.6
2019-01-18 19:12:58,ASTP3,18-Jan-2019 19:12:58,5.4695,0.77591,7.4405,14.7624,,2019-01-18 19:00:00,,,,,,,,,,
2019-01-18 19:06:02,ASTP3,18-Jan-2019 19:06:02,5.4681,0.75351,3.3578,7.0227,,2019-01-18 19:00:00,,,,,,,,,,
2019-01-18 18:07:32,ASTP3,18-Jan-2019 18:07:32,-3.1318,0.47648,1121.3376,99.3849,,2019-01-18 18:00:00,,,,,,,,,,
2019-01-18 18:15:59,ASTP3,18-Jan-2019 18:15:59,-3.4466,0.54733,1238.096,60.0634,,2019-01-18 18:30:00,,,,,,,,,,
2019-01-18 18:23:20,ASTP3,18-Jan-2019 18:23:20,-3.6024,0.57151,1149.0391,20.5979,,2019-01-18 18:30:00,,,,,,,,,,
2018-03-07 15:45:02,AST_Treat_20,07-Mar-2018 15:45:02,-2.9688,0.44839,1046.355,56.7104,13.29,2018-03-07 16:00:00,40.67,1349.0,579.1556,125.4303,294.4509,389.7803,14.1899,0.0,2.955,276.3
2018-03-07 15:30:26,AST_Treat_20,07-Mar-2018 15:30:26,-3.7476,0.57034,1026.5575,163.0221,12.41,2018-03-07 15:30:00,42.7,474.5,195.364,39.1999,304.0385,364.4555,12.6792,0.0,3.913,290.3
2018-03-07 15:21:59,AST_Treat_20,07-Mar-2018 15:21:59,2.7881,0.41742,0.0,0.0,12.41,2018-03-07 15:30:00,42.7,474.5,195.364,39.1999,304.0385,364.4555,12.6792,0.0,3.913,290.3
2018-03-07 15:37:05,AST_Treat_20,07-Mar-2018 15:37:05,-3.1011,0.46868,941.6216,278.9731,12.41,2018-03-07 15:30:00,42.7,474.5,195.364,39.1999,304.0385,364.4555,12.6792,0.0,3.913,290.3
2018-03-07 15:51:25,AST_Treat_20,07-Mar-2018 15:51:25,-3.3674,0.52106,1075.3974,45.9984,13.29,2018-03-07 16:00:00,40.67,1349.0,579.1556,125.4303,294.4509,389.7803,14.1899,0.0,2.955,276.3
2018-03-07 16:00:52,AST_Treat_20,07-Mar-2018 16:00:52,-3.3716,0.48461,1062.5624,38.5984,13.29,2018-03-07 16:00:00,40.67,1349.0,579.1556,125.4303,294.4509,389.7803,14.1899,0.0,2.955,276.3
2018-03-07 15:17:34,AST_Treat_20,07-Mar-2018 15:17:34,2.9562,0.42824,0.0,0.0,12.41,2018-03-07 15:30:00,42.7,474.5,195.364,39.1999,304.0385,364.4555,12.6792,0.0,3.913,290.3
2018-03-07 15:56:11,AST_Treat_20,07-Mar-2018 15:56:11,-3.6278,0.53427,1084.7841,6.5136,13.29,2018-03-07 16:00:00,40.67,1349.0,579.1556,125.4303,294.4509,389.7803,14.1899,0.0,2.955,276.3
2018-03-07 15:10:23,AST_Treat_20,07-Mar-2018 15:10:23,-2.2598,0.35239,210.6228,18.2641,13.47,2018-03-07 15:00:00,41.1,1294.0,558.0182,124.242,298.3839,383.5257,14.1483,0.0,6.424,317.6
2018-03-06 19:29:59,AST_Treat_20,06-Mar-2018 19:29:59,-1.9107,0.29189,161.592,51.6576,9.67,2018-03-06 19:30:00,64.55,388.7,161.3025,32.8162,344.7948,360.7354,10.2874,0.0,2.705,137.6
2018-03-07 14:59:58,AST_Treat_20,07-Mar-2018 14:59:58,-3.2027,0.47264,265.5679,29.4966,13.47,2018-03-07 15:00:00,41.1,1294.0,558.0182,124.242,298.3839,383.5257,14.1483,0.0,6.424,317.6
2018-03-07 14:56:01,AST_Treat_20,07-Mar-2018 14:56:01,-2.8616,0.44361,277.2692,35.5489,13.47,2018-03-07 15:00:00,41.1,1294.0,558.0182,124.242,298.3839,383.5257,14.1483,0.0,6.424,317.6
2018-03-06 18:42:25,AST_Treat_20,06-Mar-2018 18:42:25,-3.376,0.48726,280.9322,13.5591,9.83,2018-03-06 18:30:00,65.96,434.8,183.522,37.7978,342.7191,360.6505,10.4009,0.0,4.125,162.3
2018-03-06 18:47:59,AST_Treat_20,06-Mar-2018 18:47:59,-3.6587,0.53682,363.4389,13.3913,9.69,2018-03-06 19:00:00,65.4,523.3,218.7102,45.2242,343.0416,360.9433,10.1527,0.0,3.895,168.0
2018-03-06 18:52:59,AST_Treat_20,06-Mar-2018 18:52:59,-3.803,0.62132,456.3494,130.1438,9.69,2018-03-06 19:00:00,65.4,523.3,218.7102,45.2242,343.0416,360.9433,10.1527,0.0,3.895,168.0
2018-03-06 18:58:23,AST_Treat_20,06-Mar-2018 18:58:23,-2.5427,0.39244,329.6705,25.6483,9.69,2018-03-06 19:00:00,65.4,523.3,218.7102,45.2242,343.0416,360.9433,10.1527,0.0,3.895,168.0
2018-03-06 19:07:59,AST_Treat_20,06-Mar-2018 19:07:59,-2.6948,0.39542,281.9751,8.1887,9.69,2018-03-06 19:00:00,65.4,523.3,218.7102,45.2242,343.0416,360.9433,10.1527,0.0,3.895,168.0
2018-03-06 19:13:02,AST_Treat_20,06-Mar-2018 19:13:02,-2.3435,0.35558,175.2138,75.3789,9.69,2018-03-06 19:00:00,65.4,523.3,218.7102,45.2242,343.0416,360.9433,10.1527,0.0,3.895,168.0
2018-03-06 19:18:17,AST_Treat_20,06-Mar-2018 19:18:17,2.1852,0.34941,14.4994,45.8511,9.67,2018-03-06 19:30:00,64.55,388.7,161.3025,32.8162,344.7948,360.7354,10.2874,0.0,2.705,137.6
2018-03-06 19:23:59,AST_Treat_20,06-Mar-2018 19:23:59,1.8549,0.30753,0.0,0.0,9.67,2018-03-06 19:30:00,64.55,388.7,161.3025,32.8162,344.7948,360.7354,10.2874,0.0,2.705,137.6
2018-03-06 19:39:17,AST_Treat_20,06-Mar-2018 19:39:17,-2.3638,0.37304,198.8489,60.9337,9.67,2018-03-06 19:30:00,64.55,388.7,161.3025,32.8162,344.7948,360.7354,10.2874,0.0,2.705,137.6
2018-03-06 19:33:59,AST_Treat_20,06-Mar-2018 19:33:59,-2.0487,0.31502,183.1503,15.3235,9.67,2018-03-06 19:30:00,64.55,388.7,161.3025,32.8162,344.7948,360.7354,10.2874,0.0,2.705,137.6
2018-03-07 15:04:59,AST_Treat_20,07-Mar-2018 15:04:59,-3.0469,0.45476,267.9663,15.2079,13.47,2018-03-07 15:00:00,41.1,1294.0,558.0182,124.242,298.3839,383.5257,14.1483,0.0,6.424,317.6
2018-11-28 16:28:41,AST_Treat_20,28-Nov-2018 16:28:41,-1.4001,0.20747,1467.9496,101.0142,15.19,2018-11-28 16:30:00,44.62,2214.0,1047.759,173.1988,307.8984,465.8192,19.38289,0.0,1.713,218.2
2019-01-17 21:44:20,AST_Treat_20,17-Jan-2019 21:44:20,4.9816,1.4607,0.21804,0.57689,12.93,2019-01-17 21:30:00,57.96,871.0,418.9811,73.5348,337.3135,395.4375,14.18947,0.0,4.782,247.0
2019-01-17 21:35:59,AST_Treat_20,17-Jan-2019 21:35:59,0.83922,0.17472,0.17956,0.74034,12.93,2019-01-17 21:30:00,57.96,871.0,418.9811,73.5348,337.3135,395.4375,14.18947,0.0,4.782,247.0
2019-01-17 21:27:11,AST_Treat_20,17-Jan-2019 21:27:11,-5.0558,0.88431,759.1199,178.7015,12.93,2019-01-17 21:30:00,57.96,871.0,418.9811,73.5348,337.3135,395.4375,14.18947,0.0,4.782,247.0
2019-01-17 21:22:22,AST_Treat_20,17-Jan-2019 21:22:22,-4.3114,0.65308,374.4406,28.9854,12.93,2019-01-17 21:30:00,57.96,871.0,418.9811,73.5348,337.3135,395.4375,14.18947,0.0,4.782,247.0
2019-01-17 21:14:47,AST_Treat_20,17-Jan-2019 21:14:47,2.1677,0.33764,0.0,0.0,13.16,2019-01-17 21:00:00,54.95,1347.0,654.9175,117.3267,334.8012,410.2303,15.31929,0.0,2.47,224.4
2019-01-17 21:05:50,AST_Treat_20,17-Jan-2019 21:05:50,-3.4861,0.53139,477.1574,123.3539,13.16,2019-01-17 21:00:00,54.95,1347.0,654.9175,117.3267,334.8012,410.2303,15.31929,0.0,2.47,224.4
2019-01-17 21:01:23,AST_Treat_20,17-Jan-2019 21:01:23,-4.6821,0.69173,767.7049,217.4275,13.16,2019-01-17 21:00:00,54.95,1347.0,654.9175,117.3267,334.8012,410.2303,15.31929,0.0,2.47,224.4
2019-01-17 20:55:59,AST_Treat_20,17-Jan-2019 20:55:59,-4.4805,0.68744,853.6113,318.5542,13.16,2019-01-17 21:00:00,54.95,1347.0,654.9175,117.3267,334.8012,410.2303,15.31929,0.0,2.47,224.4
2019-01-17 20:48:35,AST_Treat_20,17-Jan-2019 20:48:35,-4.8812,0.70106,909.1156,171.3663,13.16,2019-01-17 21:00:00,54.95,1347.0,654.9175,117.3267,334.8012,410.2303,15.31929,0.0,2.47,224.4
2019-01-17 21:31:53,AST_Treat_20,17-Jan-2019 21:31:53,-3.5616,0.55115,380.4385,37.3814,12.93,2019-01-17 21:30:00,57.96,871.0,418.9811,73.5348,337.3135,395.4375,14.18947,0.0,4.782,247.0
2018-11-28 16:54:11,AST_Treat_20,28-Nov-2018 16:54:11,6.3129,0.93867,3.2705,8.653,15.25,2018-11-28 17:00:00,45.59,1864.0,880.5957,144.5582,307.9724,453.1904,18.72251,0.0,2.253,181.1
2018-11-28 16:48:06,AST_Treat_20,28-Nov-2018 16:48:06,-2.1316,0.32374,1206.121,138.6082,15.25,2018-11-28 17:00:00,45.59,1864.0,880.5957,144.5582,307.9724,453.1904,18.72251,0.0,2.253,181.1
2018-11-28 17:00:56,AST_Treat_20,28-Nov-2018 17:00:56,7.4266,1.0843,0.0,0.0,15.25,2018-11-28 17:00:00,45.59,1864.0,880.5957,144.5582,307.9724,453.1904,18.72251,0.0,2.253,181.1
2018-03-06 19:48:01,AST_Treat_23,06-Mar-2018 19:48:01,-1.4349,0.22614,236.1876,12.3657,9.68,2018-03-06 20:00:00,63.86,365.3,151.6391,31.0296,343.7476,360.7024,10.1583,0.0,1.573,119.8
2018-03-07 14:21:58,AST_Treat_23,07-Mar-2018 14:21:58,4.069,0.60935,3.2706,5.391,13.34,2018-03-07 14:30:00,41.08,1316.0,567.5755,129.7901,291.5877,381.4916,13.9899,0.0,6.059,316.1
2018-03-06 19:52:59,AST_Treat_23,06-Mar-2018 19:52:59,-1.3599,0.21964,221.3066,7.3196,9.68,2018-03-06 20:00:00,63.86,365.3,151.6391,31.0296,343.7476,360.7024,10.1583,0.0,1.573,119.8
2018-03-06 19:56:02,AST_Treat_23,06-Mar-2018 19:56:02,-0.78447,0.20414,109.127,12.9806,9.68,2018-03-06 20:00:00,63.86,365.3,151.6391,31.0296,343.7476,360.7024,10.1583,0.0,1.573,119.8
2018-03-06 20:02:20,AST_Treat_23,06-Mar-2018 20:02:20,-0.60792,0.18962,93.1014,16.2482,9.68,2018-03-06 20:00:00,63.86,365.3,151.6391,31.0296,343.7476,360.7024,10.1583,0.0,1.573,119.8
2018-03-06 20:08:02,AST_Treat_23,06-Mar-2018 20:08:02,-0.36877,0.10139,180.2504,23.7478,9.68,2018-03-06 20:00:00,63.86,365.3,151.6391,31.0296,343.7476,360.7024,10.1583,0.0,1.573,119.8
2018-03-06 20:13:01,AST_Treat_23,06-Mar-2018 20:13:01,-0.24663,0.11463,189.2553,30.3635,9.68,2018-03-06 20:00:00,63.86,365.3,151.6391,31.0296,343.7476,360.7024,10.1583,0.0,1.573,119.8
2018-03-06 20:17:58,AST_Treat_23,06-Mar-2018 20:17:58,-0.21091,0.15191,170.9403,9.3464,9.77,2018-03-06 20:30:00,63.06,311.4,129.1029,26.1634,344.6106,359.1391,10.2104,0.0,1.897,131.5
2018-03-06 20:23:11,AST_Treat_23,06-Mar-2018 20:23:11,2.9074,0.42084,0.19079,0.53963,9.77,2018-03-06 20:30:00,63.06,311.4,129.1029,26.1634,344.6106,359.1391,10.2104,0.0,1.897,131.5
2018-03-06 20:27:59,AST_Treat_23,06-Mar-2018 20:27:59,3.1878,0.45732,0.0,0.0,9.77,2018-03-06 20:30:00,63.06,311.4,129.1029,26.1634,344.6106,359.1391,10.2104,0.0,1.897,131.5
2018-03-06 20:36:59,AST_Treat_23,06-Mar-2018 20:36:59,0.34843,0.1231,68.834,30.7906,9.77,2018-03-06 20:30:00,63.06,311.4,129.1029,26.1634,344.6106,359.1391,10.2104,0.0,1.897,131.5
2018-03-06 20:43:14,AST_Treat_23,06-Mar-2018 20:43:14,1.1234,0.19241,110.9804,7.9655,9.77,2018-03-06 20:30:00,63.06,311.4,129.1029,26.1634,344.6106,359.1391,10.2104,0.0,1.897,131.5
2018-03-07 13:44:59,AST_Treat_23,07-Mar-2018 13:44:59,-2.9723,0.47866,808.9138,10.9529,12.85,2018-03-07 13:30:00,43.72,1027.0,443.0609,107.8346,287.8463,372.1583,13.3802,0.0,5.095,306.5
2018-03-07 13:50:10,AST_Treat_23,07-Mar-2018 13:50:10,-3.6168,0.52836,755.3042,52.754,13.17,2018-03-07 14:00:00,42.02,1180.0,508.0832,119.3289,290.2394,377.3096,13.7824,0.0,5.581,314.8
2018-03-07 13:54:08,AST_Treat_23,07-Mar-2018 13:54:08,-3.8466,0.54483,752.2818,33.2324,13.17,2018-03-07 14:00:00,42.02,1180.0,508.0832,119.3289,290.2394,377.3096,13.7824,0.0,5.581,314.8
2018-03-07 13:58:59,AST_Treat_23,07-Mar-2018 13:58:59,-3.4832,0.50356,753.9687,32.9371,13.17,2018-03-07 14:00:00,42.02,1180.0,508.0832,119.3289,290.2394,377.3096,13.7824,0.0,5.581,314.8
2018-03-07 14:04:59,AST_Treat_23,07-Mar-2018 14:04:59,-3.7562,0.59368,764.042,36.3363,13.17,2018-03-07 14:00:00,42.02,1180.0,508.0832,119.3289,290.2394,377.3096,13.7824,0.0,5.581,314.8
2018-03-07 14:09:22,AST_Treat_23,07-Mar-2018 14:09:22,-3.3403,0.50968,769.9944,15.4068,13.17,2018-03-07 14:00:00,42.02,1180.0,508.0832,119.3289,290.2394,377.3096,13.7824,0.0,5.581,314.8
2018-03-07 14:14:02,AST_Treat_23,07-Mar-2018 14:14:02,-3.8268,0.54419,794.0329,23.1037,13.17,2018-03-07 14:00:00,42.02,1180.0,508.0832,119.3289,290.2394,377.3096,13.7824,0.0,5.581,314.8
2018-03-06 20:33:01,AST_Treat_23,06-Mar-2018 20:33:01,-0.49939,0.13457,94.6276,18.5049,9.77,2018-03-06 20:30:00,63.06,311.4,129.1029,26.1634,344.6106,359.1391,10.2104,0.0,1.897,131.5
2018-11-28 17:24:23,AST_Treat_23,28-Nov-2018 17:24:23,-2.3638,0.38134,1353.786,47.6818,15.76,2018-11-28 17:30:00,47.54,1874.0,890.0432,147.2609,304.5303,449.6816,18.40604,0.0,2.459,162.3
2018-03-07 14:27:25,AST_Treat_23,07-Mar-2018 14:27:25,3.56,0.54217,2.1368,2.9752,13.34,2018-03-07 14:30:00,41.08,1316.0,567.5755,129.7901,291.5877,381.4916,13.9899,0.0,6.059,316.1
2018-03-07 14:45:59,AST_Treat_23,07-Mar-2018 14:45:59,-3.8462,0.58916,930.5052,56.9983,13.47,2018-03-07 15:00:00,41.1,1294.0,558.0182,124.242,298.3839,383.5257,14.1483,0.0,6.424,317.6
2018-11-28 17:45:23,AST_Treat_23,28-Nov-2018 17:45:23,7.4492,1.1252,2.5438,5.5171,17.07,2018-11-28 18:00:00,40.77,2010.0,949.6385,156.9829,309.9625,463.5375,20.49427,0.0,1.873,209.5
2018-11-28 17:35:50,AST_Treat_23,28-Nov-2018 17:35:50,-1.986,0.31691,1372.2538,394.3436,15.76,2018-11-28 17:30:00,47.54,1874.0,890.0432,147.2609,304.5303,449.6816,18.40604,0.0,2.459,162.3
2018-03-07 14:40:59,AST_Treat_23,07-Mar-2018 14:40:59,-4.0703,0.58665,908.6925,8.9717,13.34,2018-03-07 14:30:00,41.08,1316.0,567.5755,129.7901,291.5877,381.4916,13.9899,0.0,6.059,316.1
2018-11-28 17:52:04,AST_Treat_23,28-Nov-2018 17:52:04,8.048,1.1662,4.7175,8.3165,17.07,2018-11-28 18:00:00,40.77,2010.0,949.6385,156.9829,309.9625,463.5375,20.49427,0.0,1.873,209.5
2018-03-07 14:35:59,AST_Treat_23,07-Mar-2018 14:35:59,-4.137,0.58527,922.3652,22.7679,13.34,2018-03-07 14:30:00,41.08,1316.0,567.5755,129.7901,291.5877,381.4916,13.9899,0.0,6.059,316.1
2018-03-07 12:59:59,AST_Treat_27,07-Mar-2018 12:59:59,-2.3256,0.40301,557.5909,18.509,12.3,2018-03-07 13:00:00,47.51,861.0,373.6685,93.7758,286.7806,365.6494,12.7105,0.0,4.807,311.0
2018-03-07 13:06:17,AST_Treat_27,07-Mar-2018 13:06:17,-2.5301,0.40384,492.5435,57.5117,12.3,2018-03-07 13:00:00,47.51,861.0,373.6685,93.7758,286.7806,365.6494,12.7105,0.0,4.807,311.0
2018-03-07 13:10:05,AST_Treat_27,07-Mar-2018 13:10:05,-2.6052,0.40524,554.4875,104.8372,12.3,2018-03-07 13:00:00,47.51,861.0,373.6685,93.7758,286.7806,365.6494,12.7105,0.0,4.807,311.0
2018-03-07 13:18:59,AST_Treat_27,07-Mar-2018 13:18:59,2.8894,0.45551,5.2329,9.3196,12.85,2018-03-07 13:30:00,43.72,1027.0,443.0609,107.8346,287.8463,372.1583,13.3802,0.0,5.095,306.5
2018-03-07 12:53:41,AST_Treat_27,07-Mar-2018 12:53:41,-1.4096,0.24544,436.8898,141.9961,12.3,2018-03-07 13:00:00,47.51,861.0,373.6685,93.7758,286.7806,365.6494,12.7105,0.0,4.807,311.0
2018-03-07 12:49:11,AST_Treat_27,07-Mar-2018 12:49:11,-2.399,0.3777,541.9803,24.6253,12.3,2018-03-07 13:00:00,47.51,861.0,373.6685,93.7758,286.7806,365.6494,12.7105,0.0,4.807,311.0
2018-03-07 12:44:20,AST_Treat_27,07-Mar-2018 12:44:20,-2.4176,0.3702,503.9177,5.9046,11.7,2018-03-07 12:30:00,50.92,679.8,293.5105,76.6875,286.0766,358.458,11.9677,0.0,4.786,318.1
2018-03-07 13:34:02,AST_Treat_27,07-Mar-2018 13:34:02,-2.4617,0.36063,669.1412,49.9906,12.85,2018-03-07 13:30:00,43.72,1027.0,443.0609,107.8346,287.8463,372.1583,13.3802,0.0,5.095,306.5
2018-03-07 12:32:59,AST_Treat_27,07-Mar-2018 12:32:59,-1.4069,0.24515,399.0749,23.0592,11.7,2018-03-07 12:30:00,50.92,679.8,293.5105,76.6875,286.0766,358.458,11.9677,0.0,4.786,318.1
2018-03-07 12:38:59,AST_Treat_27,07-Mar-2018 12:38:59,-1.7523,0.32439,413.8688,18.5027,11.7,2018-03-07 12:30:00,50.92,679.8,293.5105,76.6875,286.0766,358.458,11.9677,0.0,4.786,318.1
2018-11-28 18:13:23,AST_Treat_27,28-Nov-2018 18:13:23,-0.46207,0.07581,1252.6898,66.2627,17.07,2018-11-28 18:00:00,40.77,2010.0,949.6385,156.9829,309.9625,463.5375,20.49427,0.0,1.873,209.5
2018-03-07 13:22:37,AST_Treat_27,07-Mar-2018 13:22:37,1.8695,0.3123,18.6966,28.0094,12.85,2018-03-07 13:30:00,43.72,1027.0,443.0609,107.8346,287.8463,372.1583,13.3802,0.0,5.095,306.5
2018-11-28 18:18:25,AST_Treat_27,28-Nov-2018 18:18:25,-0.44519,0.093614,1344.7459,344.5189,18.12,2018-11-28 18:30:00,38.79,2030.0,959.8181,159.557,317.9852,462.5925,20.89431,0.0,2.852,239.5
2018-11-28 18:31:11,AST_Treat_27,28-Nov-2018 18:31:11,6.0934,0.89758,0.0,0.0,18.12,2018-11-28 18:30:00,38.79,2030.0,959.8181,159.557,317.9852,462.5925,20.89431,0.0,2.852,239.5
2018-11-28 18:08:17,AST_Treat_27,28-Nov-2018 18:08:17,-1.1287,0.20651,1315.3242,39.4522,17.07,2018-11-28 18:00:00,40.77,2010.0,949.6385,156.9829,309.9625,463.5375,20.49427,0.0,1.873,209.5
